time,netzero_py2020_fac1.0_decr0.3,netzero_py2020_fac1.0_decr0.5,netzero_py2020_fac1.0_decr0.7,netzero_py2025_fac1.0_decr0.3,netzero_py2025_fac1.0_decr0.5,netzero_py2025_fac1.0_decr0.7,netzero_py2030_fac1.0_decr0.3,netzero_py2030_fac1.0_decr0.5,netzero_py2030_fac1.0_decr0.7,netzero_py2035_fac1.0_decr0.3,netzero_py2035_fac1.0_decr0.5,netzero_py2035_fac1.0_decr0.7,netzero_py2040_fac1.0_decr0.3,netzero_py2040_fac1.0_decr0.5,netzero_py2040_fac1.0_decr0.7,netzero_py2045_fac1.0_decr0.3,netzero_py2045_fac1.0_decr0.5,netzero_py2045_fac1.0_decr0.7,netzero_py2050_fac1.0_decr0.3,netzero_py2050_fac1.0_decr0.5,netzero_py2050_fac1.0_decr0.7
2019.0,-0.9879646478631898,-0.9879861899206184,-0.9880168714553523,-0.987943978324001,-0.9879677457580778,-0.9879799962843514,-0.9879351198257239,-0.9879488249108193,-0.9879612721310471,-0.9879282092136635,-0.9879364515696106,-0.987943978324001,-0.9879238217779075,-0.9879317537400701,-0.9879351624686549,-0.9879190676103021,-0.9879270295532515,-0.9879312237935328,-0.9879188082569926,-0.9879196896741648,-0.9879244877723209
2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,1.0110054698927713,1.0110269566896837,1.0110573419558841,1.0109848093683413,1.0110085101054955,1.0110207486474825,1.010975881628489,1.0109896054263676,1.0110020641311785,1.0109689111156084,1.0109772169943327,1.0109848093683413,1.0109644820160564,1.010972499626177,1.0109759238346094,1.0109596656218334,1.0109677191506425,1.0109719658707816,1.0109594023519706,1.0109602958396953,1.0109651509190214
2022.0,2.045186572097742,2.0452294727962927,2.0452905285816962,2.0451455523609297,2.045192587501681,2.045217049857368,2.045127638037672,2.045154815010414,2.0451797299628414,2.0451136482448704,2.0451303099623277,2.0451455523609297,2.0451047518665253,2.045120863435319,2.0451277219345863,2.0450950591375343,2.045111252959733,2.0451197927984235,2.045094529028845,2.045096326519397,2.045106092304802
2023.0,3.102610893258926,3.1026751136622077,3.1027672318949984,3.1026998723654935,3.102770097385633,3.102806731919777,3.102672929159763,3.1027135004883326,3.1027508584265253,3.1026518781245396,3.1026769377771433,3.1026998723654935,3.10263847972802,3.1026627587398656,3.102673054031969,3.102623854589219,3.1026482704680194,3.10266114820523,3.1026230545605977,3.102625764447565,3.102640494031055
2024.0,4.182848535583523,4.18278891389253,4.182754693625389,4.183627091792424,4.1837200987063135,4.183768879668071,4.183591071084047,4.18364469309196,4.183694471779715,4.183562920145503,4.183596414454108,4.183627091792424,4.18354498418733,4.183577503713769,4.1835912362311,4.183525371609383,4.18355809144564,4.183575351761014,4.18352429896021,4.183527927672072,4.183547673903744
2025.0,5.286345750071644,5.285652272440022,5.2851482793225655,5.2885166691661105,5.288632285267709,5.288693310429801,5.288471523221259,5.288538126677645,5.288600292496508,5.288436241040309,5.288478197972879,5.2885166691661105,5.288413735969584,5.288454561369938,5.288471727827259,5.28838907950868,5.288430182788687,5.2884518671088365,5.2883877318368855,5.288392284380748,5.288417102230274
2026.0,6.41155508275521,6.409565731930931,6.407913197936142,6.417552498692933,6.417690369217059,6.417763731396203,6.417498186165761,6.417577546445287,6.417652057062941,6.417455743424675,6.417506187790097,6.417552498692933,6.417428640743363,6.417477837238226,6.4174984291328645,6.417398891779331,6.417448448755536,6.417474600341675,6.417397267028571,6.417402746945468,6.417432683932536
2027.0,7.556525243454249,7.552418486336172,7.548190951963007,7.569883132424039,7.570043039158752,7.570129330737344,7.56981961439529,7.569911607631187,7.569998418552644,7.569769988630919,7.569828936699801,7.569883132424039,7.569738265551023,7.569795888661394,7.569819894783774,7.569703373288635,7.5697614521253325,7.569792109280377,7.569701469856289,7.569707879635808,7.569742985606608
2028.0,8.7220386015159,8.714365412102143,8.705976053523004,8.746848097159456,8.747030191221036,8.747129601935425,8.746884976050113,8.746989866553877,8.74708892301875,8.746828153058443,8.746895611597227,8.746957718733293,8.746791789162375,8.746857887025142,8.746885292842668,8.74675170103915,8.746818370415651,8.746853566045848,8.746749517633562,8.746756857490459,8.746797185368719
2029.0,9.908083805467692,9.894811994213049,9.880087593833895,9.948660028017338,9.948638918260494,9.948578729002262,9.94933528948981,9.949453425332287,9.949564657817596,9.949271257885524,9.949347228960335,9.949417283620381,9.949230236869006,9.949304854789315,9.949335641065964,9.94918490155655,9.949260226826663,9.949299994025559,9.949182437156686,9.949190705822275,9.949236308320524
2030.0,11.113247369510209,11.091669348978172,11.068785226556779,11.174466290052372,11.173501850325959,11.172921112648638,11.177481507117824,11.177613565807807,11.17773689577253,11.177410262582557,11.177494738433763,11.177572764486447,11.177364574022347,11.177447748467037,11.177481891523186,11.177313949421375,11.17739798284259,11.177442350604695,11.17731120321103,11.177320398516615,11.177371318702418
2031.0,12.33908942036467,12.30668416664401,12.272784853620085,12.425597515394026,12.423364212072785,12.422034717194641,12.433532778563999,12.433679482931053,12.433814825150913,12.433454316796988,12.433547289134742,12.433633315825288,12.433403949383505,12.433495722036152,12.433533194277258,12.433347993309775,12.433440789288023,12.433489790982929,12.43334496477067,12.433355082022599,12.433411365546126
2032.0,13.581337852742983,13.534318861994795,13.487246824792944,13.697488055853674,13.69271745006103,13.689931115942173,13.713187838157733,13.713349272058197,13.713496549843201,13.713102164475886,13.713203614446112,13.713297653507114,13.713047105698505,13.713147512808161,13.71318828349775,13.712985783609552,13.713087391103437,13.713141053285645,13.712982472420792,13.712993505401,13.713055191011748
2033.0,14.840362914967129,14.775826149285228,14.711452723202003,14.991274962907003,14.982446357310307,14.976249379362573,15.0178992269706,15.018075233088062,15.018234342246137,15.018005226589871,15.018115132974295,15.018217206596177,15.017945468954075,15.018054541224938,15.018098577823356,15.01787874577775,15.017989212183213,15.018047558229679,15.017875151865471,15.017887094090234,15.017954220155591
2034.0,16.11409750781387,16.02793161428419,15.942477765270759,16.305517746827448,16.290801163493875,16.278396724620144,16.347020020048085,16.347055664510748,16.34708028211074,16.347778269149956,16.34789659896117,16.348006724541253,16.34771381054199,16.347831565136516,16.34787883299407,16.347641651391424,16.3477610179332,16.347824065627535,16.34763777502687,16.347650619540733,16.347723222394407
2035.0,17.401817460794543,17.290353978963598,17.178826179548544,17.639074547742247,17.616312706165992,17.594824648721872,17.700939567972533,17.700145454516377,17.699651021532617,17.703487009776364,17.703613725255106,17.703731920863095,17.703417855493814,17.703544302138443,17.703594763522165,17.703340228815545,17.703468527485608,17.703536292361267,17.7033360703761,17.70334980897665,17.70342792233519
2036.0,18.70287002383945,18.560938185018987,18.419080121551183,18.99123020610667,18.957610920018613,18.92506688416398,19.07893889793158,19.076268602919146,19.074954021699657,19.0858752701942,19.08601032556864,19.086136599100946,19.085801424783924,19.085936573313486,19.085990185827722,19.085718299973305,19.085855565464787,19.085928060322573,19.08571386088468,19.085728483337064,19.085812140805857
2037.0,20.01640308670774,19.838701713021877,19.660978778154746,20.36149868955391,20.314395898099235,20.26774600428881,20.480854749182797,20.475618595678906,20.471807385315508,20.494746129062946,20.49488947545649,20.49502382531371,20.494667594310975,20.49481145895121,20.494868176538304,20.49457894149848,20.49472521163505,20.494802450471347,20.49457422296048,20.494589718328136,20.494678954179257
2038.0,21.342018801232463,21.122915375568862,20.903907667225603,21.74865365501935,21.68357768885359,21.619796311316776,21.904383742311133,21.895528089174935,21.888016907234718,21.929810361278587,21.92996193711688,21.93010434366618,21.929693679308638,21.929846260516292,21.929906034202347,21.929599481301853,21.929754776596603,21.92983676513069,21.929594484837025,21.929610840252128,21.92970567682412
2039.0,22.678244206701663,22.411624271544813,22.14529254242064,23.15258164566248,23.065180329676792,22.9797462373917,23.34938597698463,23.335070326608133,23.32145715532618,23.391015089965975,23.391017283725358,23.391076115683,23.39180589914538,23.391967191592226,23.392029970080582,23.391706128762525,23.391870473125895,23.391957219242858,23.391700856579906,23.391718057487285,23.391818527243384
2040.0,24.026492082744433,23.7049482944336,23.384277764957886,24.573510572091966,24.458864202256432,24.347081566225185,24.815927589058052,24.793574752154978,24.771511424516007,24.878432415671977,24.878100577130226,24.877193415092716,24.881675621017692,24.881845608837118,24.881911338373797,24.88157025713577,24.88174367022438,24.8818351705728,24.881564711750393,24.881582742354112,24.88168887333459
2041.0,25.38381756352266,25.000831285397922,24.61917242622243,26.008360595058548,25.861673304316678,25.719194091187955,26.301684799914756,26.26822862597353,26.234844527282906,26.389760700194536,26.388080351524394,26.386035376961026,26.397513047496037,26.397691711084097,26.397760334260514,26.397402075864864,26.3975845727299,26.397680818319007,26.397396259387694,26.397415103047383,26.397526917392934
2042.0,26.74819971901139,26.296656828990184,25.846824039904256,27.455013559714786,27.270731550641727,27.092895053719715,27.804320357286624,27.756334071344654,27.70859665860927,27.92327656115834,27.91931399358128,27.914813525083723,27.938472961533996,27.938660280283024,27.938731740001465,27.93835636981008,27.938547958366414,27.93864894568644,27.93835028467794,27.938369923341455,27.938487441435687
2043.0,28.11449374738278,27.58837292429633,27.063627305776627,28.90875625543364,28.68213015235577,28.462275512623936,29.319854140271467,29.25388724496399,29.187841411075315,29.474637875944413,29.46637792898582,29.458005099314665,29.501756142313212,29.501952080344466,29.502026319581635,29.501933129730755,29.502133805024204,29.502239519407244,29.50192677836372,29.501947192795893,29.502070426444167
2044.0,29.484238117858588,28.8745160771834,28.268438265269044,30.3683882602182,30.09528523693694,29.82706561268541,30.846601141414624,30.758833976648564,30.670707601708973,31.0421244624125,31.028064495145056,31.013652172878114,31.086525212188874,31.08652434576058,31.0864238503808,31.08692127961268,31.087131030416053,31.08724146639733,31.086914665506477,31.08693583476306,31.08706479274457
2045.0,30.85456800541152,30.15457049183222,29.46087547110215,31.83386521488592,31.507142025275886,31.183560838457026,32.38320220114102,32.269163791187616,32.155400566891046,32.625426631500375,32.60266119545419,32.579634540251604,32.690789054833175,32.68988665020733,32.68930864112332,32.69343856020002,32.69365736106632,32.693772502299815,32.69343168722744,32.693453587222265,32.69358826662632
2046.0,32.22408871316078,31.425325018987973,30.641620778924427,33.3040573228384,32.916736212965745,32.53119893024942,33.92936095368094,33.78453093099135,33.64032115763402,34.22527620078158,34.1903005973987,34.156719642506715,34.31611774891179,34.31380661528485,34.31203756722084,34.32333474043344,34.323562555893005,34.32368237813613,34.32332761269723,34.32335021896799,34.32349061186834
2047.0,33.59286361188876,32.685536860289815,31.80775977921529,34.77700325589909,34.32084192978745,33.86765269675499,35.48584246817816,35.30362957028338,35.123062374061846,35.839838904145886,35.79068555689403,35.74264378076281,35.96199070606752,35.95703062749373,35.95276786852216,35.97617094739336,35.97640774697395,35.97653222977427,35.97616356918468,35.97618685719116,35.97633296157853
2048.0,34.95841704108061,33.93477156763,32.95892191868451,36.254686242393674,35.72205956093183,35.192976711967646,37.05129224592213,36.826250903636065,36.60405661904892,37.46748028330133,37.40045022847523,37.33523035231785,37.62590480890515,37.61713889665151,37.60818034741413,37.6521186854366,37.65236441425545,37.65249353712472,37.652448793095125,37.652472738000434,37.652624531989694
2049.0,36.324440005121815,35.17200530237372,34.09706441046097,37.73429268599026,37.11767325016915,36.507164905079215,38.62348624690084,38.350205247578295,38.07941258906525,39.10758264060925,39.018920733355735,38.931819664274755,39.307287030127476,39.29230075437452,39.277757991251995,39.34982500649978,39.35004670233254,39.350089202157946,39.35073208958536,39.35075666576153,39.35091414378032
2050.0,37.685457763373414,36.3964816130254,35.22093124670532,39.21377782186512,38.50471681473535,37.80586439650817,40.19895478795847,39.871358640711165,39.54630203286868,40.75513480267662,40.64041971930035,40.52693976926548,41.00177013597701,40.977819571830985,40.954956350397865,41.06441666130145,41.06373343226541,41.06392969267836,41.06789254316348,41.06791772536614,41.068080875164405
2051.0,39.03940713786859,37.60621402790802,36.330513263857554,40.68884646066472,39.87924015579126,39.08663885014567,41.773796062703966,41.385015550299904,41.00022788555188,42.40894558972159,42.262692900489995,42.117093027576026,42.70746852316262,42.67221668269034,42.638570213820465,42.796572287303846,42.79427357381469,42.79330210657675,42.80405084895637,42.80407661129779,42.80424540081039
2052.0,40.38354709761089,38.797871304081525,37.42420457599302,42.159210914894715,41.2419732034547,40.34962482969021,43.35160822151991,42.89312755510148,42.440638913786046,44.06920233533411,43.88654292200712,43.70399711597368,44.42474231207872,44.37476606159486,44.32712253742382,44.54505753830487,44.53992442375493,44.53687674486164,44.559977569885625,44.560003886056,44.56017830324304
2053.0,41.720745709853865,39.974128771375455,38.50091177211478,43.62597560737688,42.59031127548743,41.59536072351914,44.93013347806656,44.39523235300531,43.86706575781714,45.73435920726029,45.509480203917086,45.28586139015394,46.152758714346945,46.08496807459298,46.01897005321608,46.30928032234898,46.29989001433258,46.29276862755418,46.33486060234974,46.334887446748276,46.33506745546874
2054.0,43.049022771668135,41.13386398201247,39.5642101049827,45.08877048838743,43.925670655523895,42.8242732288359,46.50880291176193,45.889679412949775,45.278375953345964,47.405196353236036,47.13219513882808,46.86019365100287,47.89152703740314,47.801425739393125,47.71393923651607,48.08838056880786,48.074146694592415,48.06044548174742,48.13101507341431,48.13072018160862,48.13075159774296
2055.0,44.366965912225304,42.27926970403901,40.61290174119834,46.5474862662881,45.2483435870887,44.0364802438316,48.085499462509695,47.37555533055798,46.67346574999173,49.076849614671104,48.74898080051875,48.4244236180856,49.634798910851515,49.51856703629743,49.405608528865656,49.87835667418658,49.856253362937146,49.83408751423732,49.941369919222424,49.94104163514777,49.94026775878644
2056.0,45.67782269170332,43.40862060060081,41.64685397888043,47.99803498371572,46.55321967883333,45.23420686461351,49.65636201452077,48.84682417165769,48.04802250615078,50.749714130382905,50.36051955463699,49.97433813108815,51.38388297359154,51.236751570386566,51.09356834760538,51.67812130528181,51.645318048441375,51.612371510471704,51.76637097140763,51.76508162715826,51.76287905282257
2057.0,46.976785269041194,44.52429010094211,42.66673271288202,49.43810417985862,47.83957418253201,46.414439364792585,51.22406580977605,50.305099120775225,49.40189263134356,52.419496888120605,51.96375881865735,51.51132511502994,53.1349972284304,52.95180154197048,52.77309197229319,53.48598930872113,53.438834415454316,53.39170942005603,53.60414998640871,53.600474196917325,53.59580079424758
2058.0,48.26072775107203,45.62377910445403,43.674582759872706,50.86980923903502,49.10573308535917,47.573232751997324,52.78339158237032,51.74931721799941,50.73692801157604,54.08783957927873,53.55622829760869,53.029158814363015,54.889753493015164,54.66487556797416,54.44517699603598,55.302355494784585,55.23740227557943,55.17250332945439,55.45537975625426,55.44779326837259,55.439309628308955
2059.0,49.530020161452896,46.704501165210615,44.666048350004864,52.29264054276856,50.35468866314628,48.71383809125749,54.33616851663272,53.17778180908871,52.05351703736394,55.754709213220394,55.139983186927246,54.53043087673874,56.6472203779958,56.37482335512348,56.10777272222753,57.1256178373611,57.03959010136078,56.953150216406236,57.31869466935587,57.305534320013436,57.29124248802975
2060.0,50.78867772831238,47.76598156721236,45.641445718723816,53.70526362942442,51.586771285265456,49.83938346638273,55.882794383227775,54.58937378515768,53.35102255921505,57.418694352339436,56.713920533188244,56.014071906447185,58.40627106304374,58.08082693539384,57.76061684468121,58.954507830213494,58.842805790506524,58.731007212555774,59.192300371859034,59.17116816427499,59.149074346434055
2061.0,52.03511208951959,48.8123342783469,46.60094163873657,55.10533746170991,52.80159531792064,50.9492889925508,57.42242882547026,55.98356411395344,54.62758239917848,59.079943730188226,58.276081149626805,57.478576998671066,60.164578441455994,59.78024590618902,59.40151184512736,60.786588692000144,60.644973485606364,60.50361091165664,61.074790052765785,61.0431819974927,61.010512072452165
2062.0,53.26860076838969,49.84541353390891,47.54705227978792,56.4934633823397,54.00027961672465,52.04368856722346,58.95494099041532,57.3620101097305,55.88451267306624,60.73681593001428,59.82694263951487,58.92346816074901,61.92095678548006,61.47221961366565,61.028922374287404,62.623563966256455,62.44631837667288,62.2697765496258,62.96649417582171,62.92141704318037,62.87498692266591
2063.0,54.48901173007579,50.864461197032654,48.481228847801894,57.870811562413266,55.18098243253663,53.12341836173657,60.479712787389374,58.72161815500659,57.12315674396532,62.387512465972726,61.36460375934706,60.34847935040074,63.676377980306874,63.1541326536019,62.63968645181329,64.46192730709319,64.24451456395049,64.02803249538604,64.864004474936,64.80200384520336,64.73856133730564
2064.0,55.69492485580295,51.87002169087172,49.40350865277311,59.236387033576314,56.343230274001996,54.1885937535288,61.994624840796135,60.06333304656543,58.34351392678261,64.0316628848275,62.88689764531365,61.751501627157594,65.42797437183641,64.82517478253526,64.23191912430967,66.30083436251232,66.03811849913694,65.77599415887194,66.76512993245134,66.68282061360352,66.59900450489016
2065.0,56.88355250984828,52.862622888064394,50.31397668341527,60.590120829740115,57.48613468353585,55.23817006698883,63.4998955529555,61.38470990575521,59.546348498017785,65.66654979347959,64.39280385723437,63.133874224865586,67.17549900755074,66.48640271176339,65.80635047571468,68.13739120297447,67.82337894955123,67.51112538984145,68.66985924168205,68.56282421584999,68.45411916555719
2066.0,58.05569794845615,53.841035376252734,51.212013571061696,61.928884385097994,58.61359745591129,56.27183507376345,64.99554512769438,62.68698017545503,60.731479881709284,67.29497945782282,65.88121883959377,64.49671550423756,68.91829749394043,68.13357135230933,67.3616016526878,69.97486331821622,69.60279746253181,69.23299953956328,70.58016693477555,70.44387994516782,70.30570647290486
2067.0,59.21260790258872,54.80540830331333,52.09688558860166,63.25500204492535,59.72548453622971,57.289177557395874,66.47890975363376,63.97133308515241,61.89858446046995,68.91435036938788,67.35170003773334,65.83948490828477,70.65740500765563,69.76942086970004,68.89539140095471,71.81312326654924,71.37633173900053,70.94340040866099,72.49559603808343,72.32575770710933,72.15273549457162
2068.0,60.35504347525169,55.75572172908205,52.969122836015956,64.56859834353003,60.82198921439883,58.29269897873375,67.95004307523486,65.23712176617832,63.04875623429065,70.52636801794797,68.80604347054087,67.16193306699515,72.39198761518705,71.39223563142565,70.40911912026667,73.65100816296696,73.14264096426355,72.63911954073039,74.41579972709296,74.20645651415782,73.99382637816798
2069.0,61.48196287896707,56.69296718580084,53.829744978330346,65.86814898949515,61.90343311442329,59.283572903994894,69.41037795180938,66.48505326500282,64.18254123633605,72.13029798562683,70.24036892372774,68.46595680169128,74.12106708422584,73.00260754568475,71.90202245371349,75.4885356473742,74.90100899128831,74.31911220163792,76.33844955259477,76.08526211558129,75.82818328163535
2070.0,62.59344039767892,57.617927876200866,54.67928986734478,67.15320313237953,62.968578458583046,60.26111945298433,70.8581645768173,67.71475636680228,65.29941297836683,73.72488144472977,71.65741499165483,69.75132127112924,75.84513514961083,74.59683362360119,73.37404726988701,77.32455059253255,76.6504086049713,75.98354668703064,78.26125259081569,77.95818570709278,77.65140963835012
2071.0,63.68836634738054,58.53085297786415,55.51771147458578,68.42463030885318,64.01730411949745,61.22470758830408,72.294082426363,68.92825396687617,66.40204817770956,75.30905921853791,73.05559532341842,71.01645531654475,77.5622512976109,76.17543010832895,74.82460443721065,79.15278786971928,78.38750845768008,77.6288845629093,80.18072329952099,79.82198967473725,79.45881931883991
2072.0,64.76854486771524,59.43269008033777,56.34489642789083,69.68101729966396,65.05246466904347,62.174227359331475,73.71849226244535,70.12459218514044,67.49061561842936,76.88244500439512,74.43471017030097,72.26223976830059,79.27069355111632,77.73777055109463,76.25328820309086,80.97617001302574,80.10910704061475,79.25271508866473,82.100954001504,81.67953419463656,81.25383742673124
2073.0,65.83495689723773,60.32129430850527,57.16180150603689,70.92319972499605,66.07492143859096,63.11027999404303,75.12891789719892,71.30504564704049,68.5641716542037,78.44539160450717,75.79231223775612,73.49044792646585,80.96918277821838,79.28392309972386,77.66062673255708,82.79412108347803,81.81872845463181,80.85480672361035,84.01516341017857,83.52584246932359,83.0331537198271
2074.0,66.8894223473693,61.19834550053392,57.968719377347526,72.15147548232395,67.08522709261274,64.03452444155819,76.52496741192505,72.46975568944926,69.6225500707896,79.99768361605587,77.13020598264602,74.70125581760801,82.65662065401197,80.80956039711529,79.04839231935935,84.59984779644907,83.51198738813967,82.43242006838398,85.92467556511133,85.35827777858375,84.79074439679272
2075.0,67.93007045425412,62.06475065037661,58.76524885197852,73.36429325816557,68.08110827404673,64.94689431943924,77.90729049416949,73.61672813153815,70.66539950656869,81.53353938460054,78.44922939299707,75.89436914925875,84.33313100197559,82.31274226329812,80.41369711676103,86.39868973073825,85.18694736864197,83.98615077464522,87.82857989344194,87.18171595519453,86.53133037821348
2076.0,68.95700629404995,62.9213888051735,59.55166602218414,74.55966488936934,69.06443297297741,65.84855262526268,79.273610480421,74.74730539096684,71.69432115398504,83.05557390662602,79.74843082430945,77.06937318664174,85.99905682841666,83.79709684893497,81.75586453828568,88.19128380021331,86.84799432123815,85.51789930123654,89.72947851883424,88.99305791334078,88.25358850600244
2077.0,69.96963388421877,63.76861638196998,60.329261351476525,75.7385308695266,70.03418597488768,66.73932732207345,80.62437694946777,75.86279407635963,72.71073921041193,84.56704299770267,81.02717027375559,78.22685975001149,87.65667587610817,85.26297625012926,83.07864785709603,89.97570957061647,88.49395348229118,87.0287681947885,91.62537738644923,90.79237218570972,89.9566898337421
2078.0,70.96994450732886,64.60584691516151,61.09785717751203,76.89897789079704,70.99157168764702,67.61930503023027,81.95968992970278,76.96019831660611,73.71347978818537,86.06679409437082,82.28869059355264,79.36810034114116,89.30313124573726,86.70969345373689,84.38458558043928,91.75174425575713,90.1191555935617,88.51960978137971,93.51866299001755,92.57997966917038,91.63906720477311
2079.0,71.95716534178675,65.43324672925715,61.85802871751779,78.04328371358804,71.93564184794258,68.48834740156423,83.28140851864656,78.04141542110303,74.70259776916707,87.55472439754575,83.53272668636907,80.49438791806544,90.93553058637053,88.13791714028342,85.67274777498872,93.5210952522607,91.72771691626909,89.98566010333596,95.40239557914366,94.35364149051243,93.30204266170053
2080.0,72.93011764123474,66.25067497121859,62.60994350900334,79.17160743554929,72.86649988020787,69.3465900313225,84.58814303008654,79.10845221165896,75.68005280353822,89.02999737054898,84.76032455698531,81.60600011491479,92.55594665296657,89.5446982168666,86.94504783814433,95.27642708342998,93.31871451163383,91.42892597924714,97.27599917689567,96.10775288281837,94.93831346093488
2081.0,73.89053580526092,67.05855322770914,63.3538495950461,80.28661862304416,73.7864039863371,70.19412958536576,85.87922608025144,80.16218140962528,76.64248405196932,90.48839642589171,85.97125104081677,82.70308347962641,94.16273859649547,90.92881774206522,88.20001008902499,97.0186546422599,94.88681320524098,92.85010654189271,99.13546455096471,97.84373767343601,96.54820762758298
2082.0,74.838707445922,67.85562209036912,64.08976758862354,81.38750045895624,74.69397238509715,71.03060674406507,87.15528205401716,81.20260078579047,77.59246983759452,91.92699624978616,87.16652637935121,83.78678526215002,95.75363953915485,92.28945518126403,89.43565004094818,98.74489373838101,96.43156992060574,94.24785616690451,100.97994406961251,99.55381455475518,98.12999208821817
