time,zeroCO2_py2020_fac1.0_decr0.3,zeroCO2_py2020_fac1.0_decr0.5,zeroCO2_py2020_fac1.0_decr0.7,zeroCO2_py2025_fac1.0_decr0.3,zeroCO2_py2025_fac1.0_decr0.5,zeroCO2_py2025_fac1.0_decr0.7,zeroCO2_py2030_fac1.0_decr0.3,zeroCO2_py2030_fac1.0_decr0.5,zeroCO2_py2030_fac1.0_decr0.7,zeroCO2_py2035_fac1.0_decr0.3,zeroCO2_py2035_fac1.0_decr0.5,zeroCO2_py2035_fac1.0_decr0.7,zeroCO2_py2040_fac1.0_decr0.3,zeroCO2_py2040_fac1.0_decr0.5,zeroCO2_py2040_fac1.0_decr0.7,zeroCO2_py2045_fac1.0_decr0.3,zeroCO2_py2045_fac1.0_decr0.5,zeroCO2_py2045_fac1.0_decr0.7,zeroCO2_py2050_fac1.0_decr0.3,zeroCO2_py2050_fac1.0_decr0.5,zeroCO2_py2050_fac1.0_decr0.7
2019.0,-0.9879358980679821,-0.9879410111854582,-0.987948137487714,-0.9879335236508978,-0.9879358980679821,-0.9879371642516049,-0.9879276994251126,-0.9879335236508978,-0.987934654630621,-0.9879235548113715,-0.9879276994251126,-0.9879321289963104,-0.9879190676103021,-0.9879238217779075,-0.9879274442037326,-0.9879188082569926,-0.9879190676103021,-0.9879235548113715,-0.9879188082569926,-0.9879188082569926,-0.9879190676103021
2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,1.0109766617295564,1.0109818305033422,1.0109890275721356,1.0109742796418337,1.0109766617295564,1.0109779318852037,1.0109683963571947,1.0109742796418337,1.0109754151889017,1.0109642148747988,1.0109683963571947,1.0109728795552821,1.0109596656218334,1.0109644820160564,1.010968139950919,1.0109594023519706,1.0109596656218334,1.0109642148747988,1.0109594023519706,1.0109594023519706,1.0109596656218334
2022.0,2.0451291991107934,2.0451395863998107,2.045154047269604,2.045124431377784,2.0451291991107934,2.0451317409020437,2.0451126143621123,2.045124431377784,2.0451267049774127,2.0451042179267076,2.0451126143621123,2.0451216275477333,2.0450950591375343,2.0451047518665253,2.045112100717526,2.045094529028845,2.0450950591375343,2.0451042179267076,2.045094529028845,2.045094529028845,2.0450950591375343
2023.0,3.1025250018434742,3.1025406529891026,3.1025624311158624,3.1026681184057447,3.102675271734539,3.1026790855060296,3.1026503212716423,3.1026681184057447,3.1026715302505035,3.1026376796412873,3.1026503212716423,3.1026639108354517,3.102623854589219,3.10263847972802,3.1026495507819525,3.1026230545605977,3.102623854589219,3.1026376796412873,3.1026230545605977,3.1026230545605977,3.102623854589219
2024.0,4.182734468727727,4.182610293814751,4.182481991153349,4.183584659398081,4.183594194470427,4.183599277872384,4.18356083693164,4.183584659398081,4.183589208238288,4.183543919283588,4.18356083693164,4.183579047127806,4.183525371609383,4.18354498418733,4.183559809479849,4.18352429896021,4.183525371609383,4.183543919283588,4.18352429896021,4.18352429896021,4.183525371609383
2025.0,5.286203590434666,5.2854295209555655,5.284809847150179,5.288463516450939,5.288475426353051,5.288481775048949,5.288433628622102,5.288463516450939,5.288469198929205,5.288412407291128,5.288433628622102,5.288456499039834,5.28838907950868,5.288413735969584,5.28843234412193,5.2883877318368855,5.28838907950868,5.288412407291128,5.2883877318368855,5.2883877318368855,5.28838907950868
2026.0,6.41138507573877,6.409299056968078,6.407509792566093,6.417488592675501,6.41750286725864,6.417510475836061,6.417452599651432,6.417488592675501,6.417495403806915,6.417427049878227,6.417452599651432,6.417480171203882,6.417398891779331,6.417428640743363,6.4174510583123645,6.417397267028571,6.417398891779331,6.417427049878227,6.417397267028571,6.417397267028571,6.417398891779331
2027.0,7.5563275406160555,7.552107431149575,7.5477221647682216,7.569808444838999,7.569825070276136,7.569833933435867,7.569766311631264,7.569808444838999,7.569816377706049,7.569736414509773,7.569766311631264,7.569798620865877,7.569703373288635,7.569738265551023,7.56976451405692,7.569701469856289,7.569703373288635,7.569736414509773,7.569701469856289,7.569701469856289,7.569703373288635
2028.0,8.721812973573291,8.714009639263166,8.705441472829072,8.746762621497242,8.746781581679311,8.746791691248811,8.746823941155268,8.746872243035932,8.746881288738786,8.746789680048531,8.746823941155268,8.746861019069831,8.74675170103915,8.746791789162375,8.746821888210269,8.746749517633562,8.74675170103915,8.746789680048531,8.746749517633562,8.746749517633562,8.74675170103915
2029.0,9.907829959037214,9.894411249689174,9.87948711620275,9.948563752242428,9.948359451623258,9.948198012849858,9.949266510613938,9.9493210077848,9.949331156086187,9.94922787226386,9.949266510613938,9.949308387577005,9.94918490155655,9.949230236869006,9.9492642036188,9.949182437156686,9.94918490155655,9.94922787226386,9.949182437156686,9.949182437156686,9.94918490155655
2030.0,11.112964702691416,11.091223128765755,11.068118475500897,11.174359219941529,11.173190854217076,11.172496991754873,11.17740497963966,11.17746569421597,11.177476932498047,11.177361956411994,11.17740497963966,11.177451682345625,11.177313949421375,11.177364574022347,11.177402420332937,11.17731120321103,11.177313949421375,11.177361956411994,11.17731120321103,11.17731120321103,11.177313949421375
2031.0,12.338777258053696,12.306191522317432,12.27205121551054,12.425479654060977,12.423020848386445,12.421566239089438,12.43344849818216,12.433515454404567,12.433527768908737,12.433401081559806,12.43344849818216,12.433500056439568,12.433347993309775,12.433403949383505,12.433445688955057,12.43334496477067,12.433347993309775,12.433401081559806,12.43334496477067,12.43334496477067,12.433347993309775
2032.0,13.580996146599693,13.53377976809515,13.486446414192601,13.697359426310564,13.692341516132586,13.689418150660297,13.713095810465335,13.713169024300454,13.713182399787161,13.713043990423998,13.713095810465335,13.713152246720954,13.712985783609552,13.713047105698505,13.713092753914196,13.712982472420792,13.712985783609552,13.713043990423998,13.712982472420792,13.712982472420792,13.712985783609552
2033.0,14.839991929126606,14.7752405446014,14.710585595439776,14.991135579772468,14.982037894431544,14.975691802699245,15.017799460635883,15.017878947061504,15.01789336688315,15.017942109435474,15.01799833834987,15.018059673550198,15.01787874577775,15.017945468954075,15.017995036769697,15.017875151865471,15.01787874577775,15.017942109435474,15.017875151865471,15.017875151865471,15.01787874577775
2034.0,16.113697339420987,16.02729959344019,15.941544181400227,16.30536763197518,16.29036031379626,16.27779468268488,16.346912533370457,16.34684342856232,16.34671267175146,16.347710210317615,16.347770847551956,16.347837094901934,16.347641651391424,16.34771381054199,16.347767303874576,16.34763777502687,16.347641651391424,16.347710210317615,16.34763777502687,16.34763777502687,16.347641651391424
2035.0,17.40138836034446,17.289675460569782,17.1778261236069,17.638913725546644,17.615839594538514,17.594178040017102,17.70082438274875,17.69991742863753,17.699257002502584,17.7034140180112,17.703479056550226,17.703550228267115,17.703340228815545,17.703417855493814,17.703475273801192,17.7033360703761,17.703340228815545,17.7034140180112,17.7033360703761,17.7033360703761,17.703340228815545
2036.0,18.702412077750463,18.56021328582138,18.41801369057321,18.991058718364126,18.957105610648522,18.924375600219044,19.078816040379337,19.076024732555727,19.07453361806149,19.08579735348682,19.08586678756696,19.085942894284106,19.085718299973305,19.085801424783924,19.08586276932796,19.08571386088468,19.085718299973305,19.08579735348682,19.08571386088468,19.08571386088468,19.085718299973305
2037.0,20.01591632850084,19.837930163161953,19.659845646953233,20.361316585959198,20.313858696168506,20.26701032257867,20.480724246240882,20.475359055702658,20.47136089957066,20.494663292903425,20.49473711864963,20.494818173269316,20.49457894149848,20.494667594310975,20.494732869162775,20.49457422296048,20.49457894149848,20.494663292903425,20.49457422296048,20.49457422296048,20.49457894149848
2038.0,21.34150342290195,21.122097594409748,20.902707537707002,21.748461006222474,21.683008475897488,21.61901599238147,21.90424563108825,21.895252694254754,21.887544281758355,21.929722616242785,21.92980082485438,21.929886830870224,21.929599481301853,21.929693679308638,21.929762884489293,21.929594484837025,21.929599481301853,21.9296891519467,21.929594484837025,21.929594484837025,21.929599481301853
2039.0,22.67769989557111,22.410759826176758,22.14402468108608,23.152378515251115,23.0645785437676,22.978920802128407,23.34924029392396,23.334778397524733,23.320957835875728,23.390922455414675,23.390847478025822,23.390846822713648,23.391706128762525,23.39180589914538,23.391879027431,23.391700856579906,23.391706128762525,23.39180115029158,23.391700856579906,23.391700856579906,23.391706128762525
2040.0,24.025918185082983,23.704036646391508,23.383273730256438,24.573297060069578,24.458229890536664,24.346210903331396,24.815774382210048,24.793266218088252,24.770985446417505,24.878334912243492,24.877922155849014,24.87695246138175,24.88157025713577,24.881675621017692,24.88175266531845,24.881564711750393,24.88157025713577,24.881670655021665,24.881564711750393,24.881564711750393,24.88157025713577
2041.0,25.38321455264582,24.999872749683803,24.62018946841367,26.00813679075293,25.86100620796046,25.71827812412965,26.30152412368798,26.267902867072603,26.23429141884993,26.38965834868624,26.3878933973739,26.385782873190525,26.397402075864864,26.397513047496037,26.397594002162723,26.397396259387694,26.397402075864864,26.397507869173953,26.397396259387694,26.397396259387694,26.397402075864864
2042.0,26.747567160038358,26.295651347706407,25.852136437378856,27.454779560144342,27.270031816470784,27.091933594565774,27.804152260876243,27.7559914914009,27.708016920559754,27.92316938691338,27.919118584930796,27.914549591952653,27.93835636981008,27.938472961533996,27.938557815463106,27.93835028467794,27.93835636981008,27.938467576082576,27.93835028467794,27.93835028467794,27.93835636981008
2043.0,28.11383194732423,27.587320330802676,27.077002497631092,28.908512169239703,28.681398217616515,28.461268685366726,29.319678677296615,29.253527825626847,29.18723511823818,29.47452591079494,29.466174150622564,29.457729871422213,29.50163392624156,29.501756142313212,29.50184487755997,29.50192677836372,29.501933129730755,29.50204975820858,29.50192677836372,29.50192677836372,29.501933129730755
2044.0,29.483547597135228,28.8734165572896,28.293710055643768,30.368134211454862,30.094520832006392,29.826013291423823,30.84641836086866,30.75845737936248,30.67007450895642,31.042007740234123,31.027852426118034,31.013365803698903,31.086397371056236,31.086319818377905,31.086234961295094,31.086914665506477,31.08692127961268,31.087043337112718,31.086914665506477,31.086914665506477,31.08692127961268
2045.0,30.853848434950827,30.153424662120646,29.50231704940189,31.83360131707007,31.506345205283544,31.18246265506314,32.38301215829612,32.26877033726013,32.15474105255241,32.62530518778513,32.602440921209265,32.57933716669258,32.69065560241972,32.68967357568006,32.689112383730084,32.69343168722744,32.69343856020002,32.69356603931542,32.69343168722744,32.69343168722744,32.69343856020002
2046.0,32.22333999719692,31.424359553060818,30.703783367331507,33.30378368434398,32.915907577821,32.53012689228511,33.929163707767515,33.78412104795287,33.63963570230651,34.22515008014628,34.19007220781435,34.15641140011169,34.31597870518243,34.31358504873232,34.311834023113455,34.32332761269723,34.32333474043344,34.323467627928295,34.32332761269723,34.32332761269723,34.32333474043344
2047.0,33.59208639051155,32.68582892310188,31.894892147541228,34.77671999967454,34.31998182135658,33.86860688605759,35.485638079698,35.30320250502817,35.122350452708744,35.83970814798276,35.79044914265342,35.742324822167376,35.9618460849819,35.95680062225204,35.952557119424114,35.97616356918468,35.97617094739336,35.97630923599058,35.97616356918468,35.97616356918468,35.97617094739336
2048.0,34.95761163502145,33.93742857320213,33.07586060686687,36.25439349563533,35.72116776450083,35.1983719599378,37.05108077277355,36.82580694078921,36.60331851521158,37.467344939567084,37.40020587838003,37.3349008438194,37.625754644079066,37.61690051087889,37.607962474218915,37.65211106053729,37.6521186854366,37.65226234932818,37.652448793095125,37.652448793095125,37.6524564179845
2049.0,36.32360680603529,35.17985139909793,34.2483375287476,37.73399058234633,37.11674973706801,36.51938223351453,38.62326774923612,38.349744844794735,38.078648691801426,39.10744275085618,39.01866853714192,38.931479755788985,39.307131338400225,39.292054046092424,39.27753307492391,39.34981713943312,39.34979207458357,39.34984986970322,39.35073208958536,39.35073208958536,39.35073995658933
2050.0,37.68459625618786,36.41425414519723,35.41121003295073,39.21346648844181,38.50376204955094,37.82899464105003,40.19872932339081,39.87088224155609,39.5455129409876,40.75499041161641,40.64015976123384,40.52658962192287,41.001608941494894,40.97756460375163,40.95472446864337,41.06440855728931,41.06346994377414,41.063682270398175,41.06789254316348,41.06789254316348,41.06790064695931
2051.0,39.03851763078435,37.637166797736135,36.56351922820515,40.68852602890935,39.87825462167182,39.123969727825745,41.77356369814684,41.384523563388065,40.999413997092276,42.40879674704469,42.262425280640585,42.11673280874039,42.70730186857079,42.671953545861925,42.638331466257654,42.79656395176515,42.79400129218908,42.79304667820419,42.80405084895637,42.80405084895637,42.80405918395165
2052.0,40.382629961453745,38.845182899409245,37.70457486590286,42.15888151146433,41.24121151879112,40.406003936508974,43.351369041773694,42.89261951207521,42.439938704276216,44.06904910345753,43.88626774481512,43.70362699346029,44.424570219770644,44.37449486722759,44.32687702217407,44.54504897696549,44.53964341307397,44.53661341633668,44.559977569885625,44.559977569885625,44.55998613010466
2053.0,41.71980130280139,40.04086241980193,38.831875933411325,43.62563738862767,42.589479375510464,41.67572981923537,44.92988754889941,44.39470843016423,43.86781230535436,45.73420165462648,45.50919756286067,45.285481547127326,46.15258122792471,46.084688922222554,46.01871785257497,46.30927154061388,46.29960036208322,46.292497492281576,46.33486060234974,46.33486060234974,46.334869382028494
2054.0,43.04805140679995,41.225218154025846,39.94866266779633,45.088423595879085,43.92682696135074,42.93158707803185,46.50855029209447,45.88914007959519,45.28281642829952,47.40503454075433,47.1319051161533,46.859804253238075,47.891344204269714,47.801138725549855,47.71368042735236,48.08837157312569,48.07384848528165,48.06016663423271,48.13101507341431,48.13069283616163,48.13054768153829
2055.0,44.365967882034596,42.398838811533714,41.05520675536537,46.54713084148536,45.25164377273234,44.17501276825965,48.085240215316965,47.375001045606446,46.68439826216846,49.07668360357116,48.74868348151088,48.42402484493658,49.63461077062955,49.51827225943969,49.405343189872085,49.878347470250304,49.85594667553337,49.83380105086419,49.941369919222424,49.941013814606904,49.940058051834534
2056.0,45.67679839350881,43.559930610967925,42.15157322195852,47.9976711845591,46.56348523314268,45.40780499285339,49.656096199238974,48.84625534581863,48.069266290576834,50.749543975281334,50.36021501369479,49.97393018809735,51.3836895700968,51.23644912076964,51.093296553273284,51.67811189880705,51.64500296075041,51.61207752388397,51.76637097140763,51.76505335625368,51.76266361190777
2057.0,46.97573526952779,44.71158900941927,43.23801731204337,49.43773215721284,47.85891763025516,46.62511089280902,51.22379349100065,50.30451610975179,49.43651856758493,52.41932265051126,51.96344714455544,51.51090816416904,53.13479863007196,52.951491536622704,52.77281381165646,53.48597970454802,53.438511044510946,53.39140802952412,53.60414998640871,53.600445498546556,53.59557970679399
2058.0,48.25965252899324,45.84984312049498,44.31596507921668,50.86942915504842,49.13795044886087,47.82717456729004,52.78311283274966,51.74872035470336,50.788638319740514,54.08766133019714,53.55590957760797,53.028732994107436,54.889549747762864,54.66455811906334,54.44489254204522,55.30234569764776,55.23707071708704,55.17219465194183,55.45537975625426,55.44776416550878,55.43908295655263
2059.0,49.52891989539617,46.972480344885646,45.37927892392493,52.29225251871693,50.40357493661998,49.01442180240001,54.33588339642525,53.17717155811118,52.12630824755488,55.7545270181846,55.139657499563995,54.530423202454635,56.647011560983664,56.374498583267105,56.107482058553074,57.125607851673024,57.039250478227096,56.95283437114447,57.31869466935587,57.305504833896116,57.29101032337508
2060.0,50.787551939127994,48.08029505835488,46.429097697993,53.70486778574232,51.655386095408176,50.190107395373765,55.882502961044,54.58896466451279,53.448575279207866,57.418508270241,56.713587963200666,56.01571178924702,58.4060572359222,58.08049493743643,57.76032003462179,58.95449766045929,58.84245821083856,58.730684302154266,59.192300371859034,59.17113831429231,59.148836765365445
2061.0,52.034010452982606,49.17741243565611,47.46701063920664,55.10493390884735,52.89368601678562,51.353401395941134,57.422131161591786,55.98393649532851,54.75328208538221,59.07975383174705,58.275741760203616,57.48425688417982,60.16435967349459,59.77990680171895,59.401208949141164,60.78657834187414,60.64461808668994,60.50328106784619,61.074790052765785,61.04315180241853,61.01026917385012
2062.0,53.26783539695342,50.26428388080045,48.49483672725078,56.49305222458968,54.11953946192695,52.504088833061445,58.95463713647389,57.36465250426406,56.04195033068082,60.73662228894055,59.826596499317674,58.93611006409314,61.92073314605937,61.47187353242685,61.02861346935325,62.62355343916532,62.445955281867626,62.26943991172277,62.96649417582171,62.92138652132846,62.874738781515305
2063.0,54.48931337039021,51.34027066977768,49.51312123198738,57.87039291264654,55.330803529443344,53.64394552450041,60.47940280948073,58.72884565477949,57.315846740320026,62.38731515486969,61.36425095305315,60.37116583082814,63.67614952759432,63.15377971191863,62.639371600891735,64.46191660682283,64.24414389262247,64.02768916944797,64.864004474936,64.8019730137198,64.73830804206466
2064.0,55.69737245965904,52.40659335556615,50.52101445614227,59.23596100116587,56.52640773239776,54.77169424438016,61.994308805461614,60.077880503356916,58.57510147520322,64.03146196470243,62.88653822174562,61.78744790246928,65.42774116976997,64.82481507225533,64.23159837137366,66.30082349209385,66.03774036419014,65.77564424066227,66.76512993245134,66.68278948869698,66.59874613781193
2065.0,56.8897798159197,53.461614202886025,51.51850930563737,60.58968752321628,57.70670908478863,55.88611457448487,63.49957350319992,61.40976041614935,59.820546297466244,65.66634532898111,64.39243786661315,63.186414659712746,67.1752611273553,66.48603632177085,65.80619809050093,68.13738016544275,67.8229934804889,67.51076897422797,68.66985924168205,68.56279281243023,68.45385581966273
2066.0,58.06761952269229,54.50550338262493,52.50595869634903,61.92844390384224,58.87495977182242,56.98639291475433,64.99521711166614,62.72602193520197,61.051125130967336,67.29477151114959,65.88084632261732,64.56973508332989,68.91805500133346,68.13319838905448,67.36261003929067,69.97485211686774,69.60240478726283,69.23263675820587,70.58016693477555,70.44384827725575,70.3054382264634
2067.0,59.23294276956302,55.538042297355645,53.48378268095566,63.25455447450217,60.03043740662143,58.07542371192266,66.47857580988743,64.02791623448788,62.266387778925434,68.91413901027093,67.35156324111506,65.93660993054257,70.65715796177213,69.76904144610891,68.8992610095859,71.81311190415227,71.37593196064661,70.943031361664,72.49559603808343,72.32572578741404,72.15246242075405
2068.0,60.38682266773676,56.55953787547914,54.45205334510554,64.56814376717281,61.17358859683746,59.1537424321365,67.949703248818,65.31429569650173,63.469205280771554,70.52615330755728,68.80678046041842,67.2871500735615,72.39173606970684,71.39184983404355,70.41821757008695,73.65099664222569,73.14223418987888,72.63874431970484,74.41579972709296,74.20642435451337,73.99354855768412
2069.0,61.528465757280664,57.571242710931465,55.41055408277539,65.86771020867292,62.304682073182335,60.220561173491525,69.41003230097385,66.58579867694445,64.6578762255785,72.13007997981249,70.24335482835116,68.62237896644426,74.12081110152303,73.0022154595508,71.91930546107865,75.48852397125476,74.90059530885594,74.31873089142279,76.33844955259477,76.08522972702633,75.82790079239385
2070.0,62.65792472112147,58.57482134047663,56.36042452407176,67.15306206646916,63.42276676422337,61.277068858546265,70.85781313397274,67.84313719619131,65.83381809383461,73.72466018739028,71.66485426287237,69.9418168911161,75.84487479785595,74.59643532581188,73.40256663217512,77.32453876386576,76.64998815815129,75.98315938776966,78.26125259081569,77.95815309996895,77.65112258117436
2071.0,63.77407193418911,59.56837587099936,57.30165893245073,68.42540068344306,64.52797130079756,62.321443956145245,72.29372523887056,69.08764809848344,66.99833392351204,75.30883476137838,73.07044948826227,71.24407891815413,77.56198665710505,76.17502569328477,74.86791177130293,79.15277589131978,78.38708137948603,77.62851332651924,80.18072329952099,79.8219568580056,79.45852778231718
2072.0,64.8782303192908,60.551771272233744,58.234756805152784,69.6839632640058,65.62296227416167,63.35455495355502,73.71812936273783,70.31832335511933,68.15141189698913,76.88221741368108,74.45985895396045,72.53080386726094,79.27042469703194,77.73736012560143,76.31452520820824,80.9761578881075,80.10867345205256,79.2528940572966,82.100954001504,81.67950117633727,81.25354148768393
2073.0,65.97185500617876,61.524790528270614,59.1605718169992,70.92962497534398,66.70842407172569,64.37771552753009,75.12854931909321,71.53665806007515,69.29112996303674,78.44516094349922,75.83066433112668,73.80361486513752,80.96890977341208,79.28350675604776,77.74323214381731,82.79410881471016,81.81828850000463,80.85687448461404,84.01516341017857,83.52580925752865,83.0328534776801
2074.0,67.05710441406362,62.489291646495595,60.07713049423324,72.16328390001367,67.78392914964861,65.39196736078168,76.52459320480217,72.74198027931612,70.41861302730534,79.99744994262666,77.1853406694627,75.06174882600283,82.65634358651289,80.80939377052441,79.15589931941501,84.59983538727948,83.51154119222439,82.4384551116582,85.92467556511133,85.35824438176051,84.79043992156247
2075.0,68.13138640634341,63.44658342354636,60.98617073700332,73.38413747821963,68.84853317700276,66.39784706985006,77.90691069448259,73.93237091163611,71.53424982581303,81.53330276495397,78.52459520917353,76.30552318401193,84.3328499332492,82.31355475089961,80.54928049311285,86.39867718498421,85.18649503076804,83.99868844888553,87.82857989344194,87.18168238140498,86.53102175270868
2076.0,69.19546018580874,64.39632487106003,61.88866584761126,74.59030768914505,69.90252676635501,67.39491397283837,79.27322512120813,75.10926960742621,72.6395318648257,83.05533439626903,79.84697966487728,77.5345623618506,85.99877182590643,83.80037968696446,81.92269273976785,88.19127112050947,86.84753595989004,85.5403331549323,89.72947851883424,88.99302416851498,88.25327582642507
2077.0,70.24821336877238,65.33711672404013,62.78367253901582,75.78300598868853,70.9455901149822,68.3830530038112,80.62398607169837,76.27256992845807,73.73451138066115,84.56680064215833,81.15200051978117,78.7488111918884,87.65638701311137,85.27080933833614,83.28050144506358,89.97569675875057,88.49348921405029,87.06433608224044,91.62537738644923,90.79233827517906,89.95637319595518
2078.0,71.29138613032299,66.26932221935579,63.67117081986205,76.96046025167718,71.97921826985784,69.36128166408201,81.95950570522685,77.42129503880673,74.817393308952,86.06654894106255,82.44338368410533,79.95051672411746,89.30283861045437,86.72466202749077,84.62463309582779,91.75173131251388,90.11868555395549,88.57124847744832,93.51866299001755,92.57994559929985,91.63904553427194
2079.0,72.32479177017086,67.19289873875483,64.5525141269655,78.12517518727432,73.00120868838525,70.33210447709013,83.28183021868769,78.55717921049481,75.88911668800809,87.55447648960796,83.72022246065713,81.13932080710038,90.93523427843547,88.16294067800447,85.95392692615903,93.52108218019998,91.72724125459524,90.05635944727504,95.40239557914366,94.3536072673576,93.30331044577727
2080.0,73.34697605359358,68.11048628761785,65.42723946392172,79.27706437544,74.01399702715979,71.29313004421734,84.5899674276998,79.68307075381612,76.94715529781166,89.02974675006278,84.9840296693526,82.31537091296232,92.55564678746423,89.58289781543444,87.26960415130915,95.27641388523085,93.31823335108851,91.52207937670963,97.27599917689567,96.10771851269512,94.94250800821126
2081.0,74.35991058320518,69.01913759232977,66.29528058269199,80.41890526894285,75.01781258808442,72.2451148440655,85.88384697813939,80.79838517530868,77.99575167422435,90.48814313669905,86.23437157720227,83.48039595400614,94.16243525124214,90.9833877383712,88.57088077297632,97.01864132093256,94.88659093573386,92.96901188996578,99.13546455096471,97.8437031620901,96.55806538158038
