time,zeroCO2_py2020_fac1.0_decr0.3,zeroCO2_py2020_fac1.0_decr0.5,zeroCO2_py2020_fac1.0_decr0.7,zeroCO2_py2025_fac1.0_decr0.3,zeroCO2_py2025_fac1.0_decr0.5,zeroCO2_py2025_fac1.0_decr0.7,zeroCO2_py2030_fac1.0_decr0.3,zeroCO2_py2030_fac1.0_decr0.5,zeroCO2_py2030_fac1.0_decr0.7,zeroCO2_py2035_fac1.0_decr0.3,zeroCO2_py2035_fac1.0_decr0.5,zeroCO2_py2035_fac1.0_decr0.7,zeroCO2_py2040_fac1.0_decr0.3,zeroCO2_py2040_fac1.0_decr0.5,zeroCO2_py2040_fac1.0_decr0.7,zeroCO2_py2045_fac1.0_decr0.3,zeroCO2_py2045_fac1.0_decr0.5,zeroCO2_py2045_fac1.0_decr0.7,zeroCO2_py2050_fac1.0_decr0.3,zeroCO2_py2050_fac1.0_decr0.5,zeroCO2_py2050_fac1.0_decr0.7
2082.0,75.36273134276784,69.91932142045033,67.15628146977332,81.54962463125095,76.01145164912707,73.18803657003535,87.16469680591356,81.90359032719944,79.03473062943745,91.92674033232885,87.47237059083646,84.63521664346149,95.75333279517363,92.36342326774822,89.85570329672663,98.74488029672133,96.43235204720285,94.39538147170208,100.97994406961251,99.55377990701106,98.14859335722488
2083.0,76.35637434133594,70.81141052096258,68.00984430101587,82.66969562301627,76.99682896345657,74.12224737985795,88.43208441416795,82.99764667479732,80.06420601033335,93.34804093989545,88.69635436352249,85.77752933266393,97.32504686622312,93.72496981714171,91.12268190122718,100.4526903467775,97.95298148488315,95.79953546927524,102.81141821332979,101.24471091294865,99.71243332756852
2084.0,77.34233802218361,71.6967221550402,68.85675093671748,83.77851093135489,77.97450139033239,75.04794305320092,89.6827123673729,84.08103764970586,81.08406598890552,94.75063898715985,89.90248704675642,86.90598040452552,98.87991894717615,95.06604750211352,92.36987644675092,102.14940730220437,99.4518232191862,97.18366157232369,104.63394724926077,102.91680045581037,101.25560906696745
2085.0,78.32030023865363,72.57424725836344,69.69717363193215,84.87646419452389,78.9429920128812,75.96679577179134,90.91651388835209,85.15339777266367,82.09499503353551,96.13497645432356,91.09428030528898,88.02018944548799,100.42008228889253,96.38957489861501,93.5984643003578,103.83235665083879,100.93179519536223,98.54773821591438,106.44268759693219,104.56762785070798,102.77903038589018
2086.0,79.28922960383595,73.44513834330091,70.52978285037437,85.96293206095302,79.90122597135795,76.87852565087725,92.13581528364176,86.21578788186531,83.09659539316216,97.50101133784189,92.2713086775011,89.12102768874891,101.94426962041443,97.69593882096287,94.8127409569007,105.4981101839578,102.39105913892924,99.89524418803968,108.2376039591475,106.19490603484549,104.27671694917971
2087.0,80.248771912671,74.31026133125633,71.35431729249106,87.03763948457487,80.85069489263407,77.78238319305703,93.34083053954718,87.26501019038527,84.0870197642852,98.8529283593935,93.4350889922227,90.20627126198289,103.45108799418902,98.9875221456179,96.01251318317425,107.14736714762547,103.82947998306358,101.22503041225106,110.01878600679578,107.80073907707182,105.75371945975118
2088.0,81.19927216544745,75.16791284944517,72.17405770560997,88.09945693271654,81.79119624142916,78.67851201691101,94.52990595582129,88.30180570718058,85.06660847223606,100.18415949060021,94.58229765136416,91.28080654698323,104.93960126483603,100.25797877576284,97.19873372059193,108.7828779948822,105.247283487479,102.53812232066574,111.78651071534306,109.3863372435228,107.20985631488077
2089.0,82.13976744071218,76.01911397770101,72.98791245281308,89.14650783051773,82.72213992265279,79.56686548317964,95.70450954728076,89.32530452307495,86.03664532232551,101.49973070129681,95.71635068783365,92.34592405552064,106.41221136529153,101.5144432536288,98.36965646250371,110.40472506411423,106.64781398289928,103.83444347934818,113.54387583812986,110.95127768276859,108.64835213177253
2090.0,83.07005387643287,76.86328293507292,73.7949454922503,90.18344722995349,83.64474415825761,80.4477953882773,96.86334751929013,90.33875823616738,86.99713314930514,102.7997501557267,96.83592142967892,93.3990524182625,107.86877835696131,102.75684796064084,99.5252001636915,112.01171258603985,108.02932826828999,105.11235936210545,115.29224624718057,112.49597841553317,110.0712202508315
2091.0,83.99213896260738,77.7003943490726,74.59647843155847,91.21019704285172,84.55912884655505,81.32186859991822,98.00729191891116,91.34251302962973,87.9469338018419,104.08633146903652,97.9418000162721,94.43861396644304,109.30949629127325,103.9864871722693,100.66849412824709,113.6049396813278,109.3953584138059,106.3748969484689,117.02284499836733,114.02108647962197,111.47531815546374
2092.0,84.90614600503353,78.5307715423888,75.39225193239572,92.22674547386767,85.4634076599341,82.18681813980535,99.13852532394021,92.3353618466915,88.890122465813,105.35685952734866,99.0350936851718,95.46737139196713,110.73626994241242,105.20065463060227,101.79914853525422,115.18291211936457,110.74586329135381,107.62264221377993,118.73663481036361,115.52511432724029,112.86240709892982
2093.0,85.8105483606323,79.3538336516458,76.18191856839354,93.23014736130072,86.35788892831492,83.04407774954292,100.25951346960733,93.3169327078377,89.82421218859581,106.61112764920638,100.11900839230533,96.48702071664015,112.14703215093562,106.39914476103567,102.91872389129787,116.74251390081497,112.0804382775328,108.8573058429298,120.43760413672086,117.00654235440872,114.23113306776409
2094.0,86.70519242649989,80.1705757096565,76.96624301727954,94.2249334971385,87.24619652675511,83.89413115581162,101.36819203516663,94.28934902009959,90.74663536609783,107.84896316128933,101.19215927423502,97.49465191742738,113.5438887357773,107.58281876681464,104.0265041871263,118.28517341100411,113.3998301867815,110.08067219104035,122.12201589606602,118.4684917149911,115.5781781462085
2095.0,87.5932248536492,80.9809545755132,77.74494033661618,95.2090483823344,88.12599020154633,84.7356087488088,102.46439211922907,95.25213598175326,91.65991038862535,109.07559262828217,102.25303091903034,98.49065850013622,114.9203749305456,108.75569575387931,105.12164835553575,119.81230420433255,114.70037675179715,111.28797007024312,123.79298187154748,119.91156989998395,116.90855827315265
2096.0,88.47234480563442,81.7851407820987,78.51734200642102,96.18427143977615,88.99742833921673,85.56828895884372,103.54908303258297,96.20591542898258,92.56485395956742,110.2898712963405,103.30267942459815,99.47795732212454,116.27473725330549,109.91772129669553,106.20685521746213,121.32321472081532,115.9827285781196,112.48128038858198,125.44939069416161,121.33685618792745,118.22126260347397
2097.0,89.3430905305872,82.5831564683757,79.28302244503973,97.15131465370924,89.86102036040242,86.39369503003684,104.62116868604221,97.15101630577668,93.46200431313596,111.48946195829055,104.34106974415937,100.45576407067159,117.61271089954874,111.06539041873354,107.28267794446013,122.8160361645469,117.24981626130074,113.66125067269897,127.08667601948912,122.74176417305122,119.51855667139495
2098.0,90.20625406958555,83.3747714366619,80.04304386803072,98.10938206925414,90.7182510417312,87.21080739540625,105.68295634473833,98.08866109221005,94.35112232482227,112.6753712863557,105.36980425725139,101.42447111799235,118.93619213748835,112.1994488679066,108.34752832420774,124.29473214949023,118.50234246193472,114.82736429421834,128.71132202486507,124.13134560966037,120.80175287417663
2099.0,91.0633909302334,84.15843015414717,80.79797375055207,99.05836539865427,91.56832891308194,88.02123176840752,106.7354479904718,99.01662574842373,95.23167017629812,113.84796955159298,106.38933160599579,102.38462396438497,120.2433284368721,113.32062503621273,109.40047014859098,125.75625317003696,119.73803378074803,115.97989777812968,130.31806032207106,125.503649200343,122.0694945127315
2100.0,91.91274841667963,84.93483976921142,81.54742477148027,99.997659855287,92.4097825203323,88.8257216216156,107.77934076219815,99.93606391511648,96.10447398250892,115.00761708194906,107.39993628598702,103.3356534141021,121.53579068330657,114.43106117620493,110.44224794963264,127.20068831248483,120.95961505428238,117.11848796885607,131.9080173787904,126.85861898127305,123.32014623653046
2101.0,92.75422649872301,85.70505291547396,82.2911224324235,100.92704411332008,93.24446570030315,89.62290291647295,108.81394823472918,100.84563575188197,96.96878452798555,116.15448774946965,108.40214426667772,104.2780053037466,122.81433434254056,115.52895917407142,111.47119356150134,128.6264291198347,122.16812836027887,118.24487467806415,133.47942083702128,128.19595900389433,124.55491590668578
2102.0,93.58803400967395,86.4683545452393,83.0281821204009,101.84845770134558,94.07372585181835,90.41391626141042,109.83651606701066,101.74761752572562,97.82426214804315,117.28795872392001,109.39368241296916,105.21250019016867,124.07520333655432,116.61559048080218,112.49001287266802,130.03469322367235,123.36044238254301,119.35765743887924,135.0323321420345,129.5167501069968,125.7752783380549
2103.0,94.41546590727883,87.2251190941618,83.75720569128542,102.76015250389392,94.89395606019717,91.19963335332002,110.8467581816351,102.64155830672763,98.6724610457071,118.40716238412548,110.37440217362132,106.1385849348391,125.31774143403615,117.68888084340702,113.50020049103685,131.42515317042492,124.53774045902325,120.45718317583153,136.56850982061812,130.8198149545154,126.98238605319943
2104.0,95.23347718907047,87.97586929526969,84.47971092825078,103.6631548192753,95.70494100166012,91.97896187290378,111.84486384696864,103.52679221863222,99.5137690579625,119.51050369263793,111.34231607128166,107.05532289398724,126.547272528709,118.74801847029902,114.4990128323386,132.79603908970225,125.70040589202073,121.54392710696808,138.08315738811442,132.10473182714145,128.17619741915908
2105.0,96.04342453272157,88.71945943431976,85.19453680532018,104.55905365180526,96.50776815423559,92.75067311875385,112.8337015158271,104.40475249559219,100.34846419592415,120.6033581357995,112.30054165042542,107.9634772193843,127.76246490915122,119.79448363115657,115.48627532973191,134.14918529557576,126.85130262517987,122.61884895012912,139.57573825371844,133.373084684,129.35669762268822
2106.0,96.84508948873308,89.45645212843554,85.90388958328444,105.44782890683284,97.30446444596377,93.5137420217566,113.81439480663609,105.27568040471961,101.1755985041776,121.68278493427485,113.25031651589643,108.86282487914958,128.96393754229072,120.83032273454315,116.46125942451073,135.47849936538185,127.98963042841692,123.68332622324579,141.0488613377592,134.6220114367469,130.52045637674462
2107.0,97.64026694728408,90.18758308786937,86.60816813435956,106.32841908348777,98.09421825840293,94.27021263716101,114.78425873860891,106.1391203281751,101.99560829232259,122.74986998537838,114.19180481426724,109.75319333523605,130.15067151242474,121.8561258289353,117.42495971362628,136.79046106484554,129.11568943804212,124.73667510971558,142.5025101368775,135.85288275593894,131.66968686658504
2108.0,98.42857590114595,90.9122933843962,87.30787139672809,107.20086060659374,98.87650458731378,95.02054072633415,115.74246286709638,106.99539153929365,102.8085116298909,123.806156673877,115.12191357498673,110.63530377227184,131.32276581247538,122.87065719694802,118.37921436779554,138.08488701503762,130.22684419004668,125.77893653039249,143.9346422262143,137.06875416291706,132.80622662639195
2109.0,99.20975342305968,91.63011983239056,88.00140774808847,108.06594432283573,99.65260431754878,95.76229233768196,116.68895188201834,107.84444111726039,103.61465428130514,124.85171857334763,116.04095288651746,111.50988839062703,132.4793484510175,123.87514167758167,119.32432280734018,139.3623291635824,131.32443946863307,126.8079568678889,145.34299377031715,138.26835138594004,133.92665547480104
2110.0,99.98499390842537,92.34164103220054,88.68869262091074,108.92321897406347,100.42247285657278,96.49789191595553,117.62582516800794,108.68572003880735,104.41360543110171,125.88474602180841,116.95002053038664,112.37566683592155,133.62193367379686,124.86844696898879,120.26041633699359,140.62427820352576,132.4082116106692,127.82490318919726,146.73013299555996,139.45265724782166,135.03010531873457
2111.0,100.75435279984436,93.04772825666568,89.37093977004365,109.76994421436662,101.18630624700013,97.22815551147688,118.55428735021775,109.51782107527646,105.20629162571933,126.90798685037646,117.85096670384581,113.23306064860331,134.74813421746728,125.8509815542803,121.1869172388707,141.8635136686933,133.47915052142037,128.8294821421816,148.09619083716257,140.62110800985087,136.12059164502188
2112.0,101.51772703741426,93.74910261508627,90.04756096763145,110.60966804969814,101.94473378634576,97.95269842859592,119.47306759399584,110.34337605452119,105.9922982154588,127.9184521038558,118.74345863097629,114.0814035636702,135.8590350131131,126.82295491573103,122.105036875402,143.08722256695305,134.53552948546363,129.82186257556856,149.43755761186384,141.77050089311078,137.19758348684326
2113.0,102.27652085337483,94.44543976530721,90.71873733285378,111.44076580663905,102.6981078057181,98.67184740065295,120.38210609468806,111.16229203572573,106.77007618740502,128.91422617116422,119.62804140385097,114.92169675495467,136.9574184023566,127.78345526546136,123.01536906976179,144.29421257386716,135.58084491294704,130.80385020904242,150.7546211610274,142.90458207177232,138.25957797919943
2114.0,103.0301315553716,95.13732866320285,91.3844607506299,112.26368524537615,103.44620329585473,99.38569209337469,121.28209026272837,111.97205341412621,107.54177323899752,129.89824104642747,120.50534496491531,115.75347153183215,138.04117793498617,128.73289616590236,123.91633223106106,145.48542519801188,136.61326687976924,131.77473879167366,152.0526934369971,144.02542815113765,139.30845763902965
2115.0,103.77703736361617,95.82163838786536,92.04572981821728,113.08005651726602,104.18611577568551,100.09513657056661,122.1730940046171,112.77291668828285,108.30785794061568,130.87222401528032,121.37360551671622,116.57812007854307,139.1089001448168,129.67096247972,124.80527731862344,146.6575496507685,137.632710464795,132.73248677793512,153.3267260894356,145.13148590240183,140.34474406383538
2116.0,104.51709915861333,96.49762085904304,92.70137439554902,113.89032739781749,104.92060150106424,100.79796715604652,123.05577489690592,113.56755791922083,109.06655923145448,131.83536007661147,122.23283232934821,117.3969043308745,140.16489785292103,130.59867536425904,125.68356975375899,147.81085870913333,138.639841066573,133.67925485387394,154.57426506419256,146.22230327865725,141.37043474502693
2117.0,105.2514770553659,97.16833265647999,93.35302983510964,114.69386021603913,105.65006281330277,101.49567428127176,123.92948795199315,114.35593872057021,109.81904737267904,132.78749345668353,123.08273123049212,118.2090973530359,141.20839635943022,131.5162383185623,126.55253242027894,148.94801193586068,139.63446572614293,134.6167723131079,155.80288356109452,147.29717898152876,142.38488078342607
2118.0,105.98003530095117,97.83430197756455,93.99971339153774,115.48991740017209,106.37388501285581,102.18815257905952,124.79280148972865,115.13761586232083,110.56504812081077,133.7278321334824,123.9227935574844,119.01482133068046,142.24126187747044,132.42457392778346,127.41403012265349,150.0676645071158,140.61848924123808,135.54312100387398,157.01433171486502,148.35495017743335,143.38715122929622
2119.0,106.70283313510305,98.49643419801599,94.64084468761347,116.27791789498605,107.09201558131842,102.87559632070591,125.64749786927365,115.91288238003405,111.3057256277225,134.65877669092174,124.7549253911065,119.81051653992878,143.26170931584866,133.32194295750773,128.26660522485523,151.16940138592184,141.59370529459238,136.45997461494008,158.20803206947488,149.39927711508886,144.37337249172828
2120.0,107.42007475952734,99.15320145536174,95.27753803071806,117.05728302157904,107.80325247018929,103.5584702694405,126.49471218399847,116.6800712092292,112.04127596972495,135.58016677415003,125.57911259371117,120.59847329950017,144.26980382989032,134.21060279556804,129.10909387988966,152.25103284205943,142.55702676969588,137.36655297169634,159.3813054690411,150.42606174201765,145.34626072113716
2121.0,108.13093797832242,99.80539062439772,95.90949619582055,117.82965550137209,108.50835343605969,104.23574103812322,127.33334220742009,117.44056447407894,112.77106125912127,136.49262556694111,126.39606520508593,121.37828400549265,145.26080833288634,135.09184043301894,129.94376981202868,153.31810948969587,143.50829689753914,138.26403797416663,160.53772237712815,151.43823213059443,146.3060253303359
2122.0,108.83595343675282,100.45369625646649,96.53702347417136,118.59655179802482,109.20760401892248,104.90789799394699,128.163283849808,118.19548083763917,113.49373649528407,137.39285634846706,127.2035628078829,122.15151270070305,146.23794443469038,135.96292107600735,130.76928771286035,154.37154312952512,144.44823665528926,139.15280213236232,161.67770542537718,152.43538533281784,147.25678990918783
2123.0,109.53412609511383,101.09726675380938,97.15957819252972,119.35710705426162,109.90032564944129,105.57537561816493,128.9840797899193,118.9428005769235,114.20899234236109,138.2840354762368,128.0041002928359,122.91835761795971,147.20535859343127,136.8245979545427,131.58644103303865,155.41225011349596,145.37445218207904,140.0318644035684,162.80060466056773,153.4204536578547,148.1946706419809
2124.0,110.22621660532747,101.7370306125137,97.77739596302204,120.110301313165,110.5877641530399,106.2374283008702,129.79611338471676,119.68256429075153,114.91930975885201,139.16679871414757,128.79606096390515,123.67727005805892,148.16212808823255,137.676250698076,132.3968426029927,156.43995104141123,146.28949445621788,140.90166793076526,163.90723757601756,154.39306913096095,149.1186517153126
2125.0,110.91391123791998,102.3714488053196,98.39005763115726,120.85811798206049,111.27040627143472,106.8952630467285,130.60066721832177,120.41699813496197,115.6250490189195,140.04051617930838,129.5799337320434,124.42957905702336,149.10390766224054,138.51798145095498,133.20058689058672,157.45184659234695,147.19558927681499,141.76342049577522,165.00107153808509,155.35572682100528,150.02986921294578
2126.0,111.59681275147847,103.0014992632206,98.99850255308435,121.59892515167112,111.94798851506239,107.54827193384898,131.39762902210933,121.14540083552481,116.32586520461675,140.90442767991928,130.35727262902464,125.174533540859,150.03352513756462,139.35157857645774,133.99618233592466,158.45019617532972,148.08823639915983,142.61482249024596,166.08117828910372,156.30468423929722,150.9312032656948
2127.0,112.27432594608338,103.62698930996574,99.60267597816149,122.33341627561245,112.62057772378185,108.19587130572899,132.1860048422963,121.86809798683902,117.02098892820723,141.76060278793494,131.12703409909824,125.91251331710862,150.9508044821481,140.17802625806323,134.78254918099498,159.43596115629887,148.9703986536821,143.45744628911194,167.14485640560156,157.2385630499342,151.8242987365903
2128.0,112.94706415139696,104.24877114556203,100.20260100766531,123.0617377245801,113.28809527864713,108.83945618195543,132.96558493793563,122.58371185168879,117.71086541554271,142.60882534759105,131.88865296502257,126.6428983828076,151.85961516621077,140.99611070434761,135.56177102248546,160.40752272477127,149.8428241950879,144.29244861539883,168.19263340936135,158.16153179041896,152.70739400065398
2129.0,113.61342894442978,104.86684000482221,100.79791134828046,123.78320345742173,113.94955180896781,109.47764100457617,133.73984996282127,123.29329484185523,118.3957967210396,143.45009705977571,132.6420697809889,127.36827113414913,152.75950018660393,141.8066131213904,136.33306407376222,161.36571567410311,150.70378384902952,145.11593007143676,169.2285300974224,159.07448918940582,153.5808256944884
2130.0,114.27387992937798,105.48098611240877,101.38989845102051,124.49855115272385,114.60627814098768,110.11036480893175,134.50782886262976,123.99616234882632,119.07542652755225,144.28080103459382,133.38990457831056,128.08574973070915,153.64930951196177,142.61062302828975,137.09723168449062,162.31353697084577,151.55538693290424,145.9305101714525,170.25100697680534,159.97694656612117,154.44205923640723
2131.0,114.92969951790533,106.09121054315032,101.97781006138472,125.20864763513555,115.25842884104843,110.7380780216496,135.26839749495258,124.69363124828845,119.74988028350315,145.10240683869554,134.1323058779015,128.7970734273464,154.52752689346363,143.40646097459165,137.8547493057941,163.25104908216355,152.399432488714,146.7360129937524,171.25864143539047,160.8683335278435,155.2928641503933
2132.0,115.58145195101062,106.69675946946714,102.56207114967532,125.91296463487944,115.90596168547115,111.36151400759616,136.0216456109575,125.38613809323488,120.41847730462162,145.91444279059903,134.8673497963157,129.5018075574599,155.3945420675115,144.19374690141518,138.60596736663774,164.17761607185935,153.23211401071018,147.5334851486177,172.25022094798362,161.74860650206026,156.13376250219284
2133.0,116.22832695307991,107.29631483698472,103.14286831871328,126.61097145153977,116.54921036750159,111.98104901581284,136.76901246642024,126.07267618887576,121.08262761572483,146.71817090330813,135.59653878224753,130.19933978062772,156.2508731734552,144.97260630573777,139.35109823479954,165.09399040256,154.0555041834145,148.32254205214932,173.2283740047289,162.61937911120305,156.9673360039557
2134.0,116.87151637687383,107.89171126453249,103.72031688132088,127.30113950021894,117.18653502947214,112.5957238525876,137.51070962685438,126.75257065036692,121.74090496532503,147.5140817272237,136.31963422824748,130.891854873284,157.09697063720543,145.74338884148486,140.09047969308875,165.9989586080722,154.8727969720022,149.10550806753147,174.19667466370953,163.48124361755515,157.79302190030353
2135.0,117.50906260405633,108.48261203780709,104.2937327673207,127.9841887497684,117.81871504547352,113.20559214729963,138.24541335597286,127.4246350919875,122.39377125763855,148.30113248766554,137.0373806478145,131.57888137337963,157.93458760383393,146.5086187150893,140.82364228738854,166.89382266616315,155.68066107271946,149.87978064738277,175.15024628034746,164.33475835283,158.6091236755426
2136.0,118.14040298517105,109.06923558120512,104.86306693948664,128.66207401604566,118.44604832636388,113.81049274718806,138.974943496204,128.09124715818,123.04146168361665,149.0812752473425,137.74852638382796,132.2601385454227,158.763639954463,147.26624825368222,141.55003377522254,167.77894858066728,156.47733915566997,150.64500138928543,176.091514895406,165.17932201512775,159.4144824436975
2137.0,118.76739153509374,109.65140450435153,105.42825098773237,129.33516536213648,119.06879410186711,114.41226264996953,139.6991610035651,128.75339302185097,123.68296907204564,149.85228110102233,138.45505421770605,132.93661809938595,159.58176001258482,148.01634200150158,142.26841674172834,168.6546134853694,157.26668821919904,151.40378542504772,177.02047990073282,166.013257446153,160.2127791077811
2138.0,119.38957960504989,110.22954185712348,105.98911967805861,130.00212688334315,119.68763991627827,115.00956305868827,140.41658460573933,129.40911845220649,124.3203981112349,150.61377213309595,139.15489238264814,133.60968713651965,160.39091547951554,148.75790875361508,142.97971686081317,169.51989430029886,158.0493217756337,152.15441132072243,177.93641047593732,166.83828200878187,161.00349731032557
2139.0,120.00801207160478,110.80424384492805,106.54629398594572,130.6623508244246,120.30226334211615,115.60323881953711,141.12741063577107,130.05996565357898,124.95326933278837,151.36928348346817,139.849821430627,134.27802274079724,161.19312934869387,149.4910418921535,143.68573526548514,170.37264174335104,158.8247440290084,152.89888532912818,178.841152531558,167.65550895487885,161.7867562727892
2140.0,120.62172088219927,111.37520473519011,107.09938645335767,131.31869878028672,120.91278571739332,116.1937279917448,141.8298126650099,130.70698336585167,125.57906435375496,152.11834130607699,140.53892848091834,134.93998765234298,161.98893418046495,150.21821580109875,144.384664947734,171.2158548552818,159.59126777662993,153.63574525480323,179.73705206252146,168.46425969419352,162.56044139827503
2141.0,121.23191814059652,111.94298912117505,107.64868623927262,131.9709826463252,121.5202342408655,116.77989110394392,142.5262774597997,131.34972671326284,126.19944084996604,152.8592833123356,141.22125630585782,135.59632394955125,162.77552201698688,150.93728383746696,145.07710286368007,172.0491799210659,160.3484288584593,154.36577337378452,180.61979666164643,169.26235094495826,163.32464399560737
2142.0,121.83824154493351,112.50690297057648,108.19549586359199,132.61841255198155,122.1228196326152,117.36162762836436,143.21740165223844,131.9874638000154,126.81592955712178,153.5924094316945,141.89857361896668,136.24922439747615,163.5530061653627,151.6502593172815,145.7650725851833,172.87351929091466,161.0989597058953,155.08849388027372,181.48812461594702,170.05203910205626,164.08085189740396
2143.0,122.43897418642304,113.06644685236265,108.73892563980779,133.26075721876515,122.7202633893119,117.93845144721209,143.90217193836918,132.61996548453365,127.42811339746133,154.31993312921068,142.56975436848688,136.89522705879978,164.31987558148367,152.35590906291608,146.44653247231852,173.68683202054348,161.84231489020442,155.80440238971676,182.34620663730848,170.83114880193605,164.83039628883483
2144.0,123.0353930036539,113.62254939736037,109.2785444202546,133.8971158046355,123.31317100941749,118.51138080143394,144.581034220694,133.2470673609185,128.03622539093465,155.0409826580772,143.2357912218564,137.53728557574203,165.07988479235567,153.05579920682803,147.12245862427622,174.48790241602677,162.57714430956622,156.51418572165784,183.19179676050834,171.60258460998793,165.57292333025248
2145.0,123.62781157110621,114.1744986999674,109.81486502742197,134.52954366996164,123.9025836718284,119.08019040037024,145.25454595345255,133.87046494268907,128.64013965113182,155.75287863057835,143.89507096857616,138.17376174096083,165.83388153430744,153.7500627007793,147.7920956413384,175.28238329639424,163.30463456237035,157.21825441174374,184.0299293297229,172.3672371944475,166.30783553049199
2146.0,124.21698444910268,114.72232167552926,110.34810789222709,135.1563326187362,124.48742657320963,119.64534110244846,145.92173992842393,134.48945455180626,129.24006069304173,156.4586988198183,144.54933228630762,138.80605797436584,166.58013657247497,154.4377392190177,148.45574319293718,176.06818593026338,164.0260908901861,157.9145870254499,184.85786976397213,173.12202211045627,167.03575046614912
2147.0,124.80085789967671,115.26642017550371,110.87827859475833,135.77824137186212,125.06891031210614,120.20742029334237,146.58312067814103,135.10350946720746,129.83564944796782,157.15877300350394,145.19853610182088,139.43265911348405,167.31771084455409,155.1177098105166,149.11313456553583,176.84636053373194,164.73878418644273,158.6036263730723,185.67307707004895,173.869131895569,167.7533507146389
2148.0,125.38038102184633,115.8076396796286,111.40440930204358,136.39605046062502,125.64537257900784,120.7652921570631,147.2386380300914,135.71326323316242,130.42557694735464,157.85305490742311,145.8422636989048,140.0544787580397,168.0465100669577,155.79015396754556,149.76506893431159,177.61481185862735,165.4451935248317,159.2862738958195,186.47957733695486,174.60645184135535,168.46467999639805
2149.0,125.95495028211673,116.34553935981945,111.92636896351658,137.0106594219336,126.21750107164388,121.32033224315956,147.88825071311223,136.31946769849597,131.01088528815598,158.5416341944796,146.48041436163618,140.67147640968147,168.76807346389822,156.45805324208135,150.4122367526832,178.3749198337042,166.1448618084681,159.96333802818899,187.2767388417474,175.33870934075762,169.16882357573581
2150.0,126.52603222452123,116.87996126210601,112.445386883274,137.6196477500232,126.78645222285914,121.87109496978533,148.5323638046559,136.9206944822677,131.59239030866956,159.22391092039908,147.1124671457879,141.28418511409018,169.48285196941072,157.121950342363,151.0532033158263,179.1265743749649,166.83698149284334,160.6346148647076,188.06250751930352,176.06515688112697,169.86934912835142
2151.0,127.09322297307774,117.41124564405834,112.96182431784514,138.22420271360403,127.35143803547481,122.41809833132247,149.1714436095817,137.51689720307763,132.1701466194942,159.89745460221235,147.73954811030802,141.89295947383667,170.19396301432033,157.77918428305958,151.6883472125665,179.86901051903914,167.52439296478923,161.2999669568622,188.83829548475657,176.78361209318354,170.56424370194668
2152.0,127.6565144789614,117.93883561158898,113.47490242139254,138.82408448722063,127.91247966853625,122.96169432596015,149.80462305002436,138.10818946389557,132.744697143949,160.56333349820238,148.361805980754,142.49711505777162,170.89809371960922,158.43030690378427,152.31808336927114,180.60232775553806,168.20604656588557,161.96073477026044,189.60679089284693,177.49219703537858,171.2504742986992
2153.0,128.21718120000827,118.46306115938661,113.98493644357559,139.42033366578832,128.4706202206773,123.50180586515391,150.43226406907027,138.6950531913568,133.31512380153103,161.22405153059225,148.9779166386166,143.09649504827357,171.59339887159024,159.0754372006217,152.94240314251587,181.32932072804215,168.88238405406128,162.6127588424261,190.3673111844002,178.19225056552108,171.92854112953228
2154.0,128.77497347169572,118.98304095845177,114.49146753575292,140.01263101533215,129.0256384582031,124.03804491905262,151.05563019749536,139.27830701838764,133.88141876136746,161.87951950286512,149.5895813617098,143.6919352252641,172.28250608424216,159.71476493490837,153.56123592147944,182.0492615768425,169.55100600895426,163.25715210410783,191.11686887670726,178.88662574276532,172.59960610223442
2155.0,129.32897495786526,119.50071336692898,114.99494612111646,140.6009634461518,129.5766631997409,124.57025066820003,151.67317569981287,139.8581749334479,134.44404778593417,162.52940330866372,150.19665300067442,144.28412328654753,172.96280616896814,160.34743599628501,154.17511070314356,182.7588173757018,170.21320560664986,163.89700305762085,191.85769521486333,179.57470602885644,173.26421863541069
2156.0,129.87979523417357,120.0150253740287,115.49561884864102,141.18546613994687,130.12364584382556,125.09866483719969,152.2848279400033,140.43406472291986,135.00212943782975,163.1725260448397,150.79925377468385,144.8700413715854,173.6361489300779,160.97404293602676,154.78414049142845,183.46044881611692,170.86903363108576,164.53206807312046,192.59023425059945,180.25461891998117,173.92191626365155
2157.0,130.4262313219097,120.52639992851941,115.99247531411305,141.76607253551734,130.66716843250578,125.62360677850594,152.8912109307501,141.00669674195913,135.55545492320266,163.8106433822423,151.39686409038265,145.45109524872544,174.30264363388196,161.59671077233935,155.3872044549007,184.1550991917062,171.5187319566468,165.16158384547754,193.312879845997,180.9261392364174,174.57353975252872
2158.0,130.9684988706594,121.03526759614789,116.48684591306349,142.34254724123988,131.20568589237564,126.14593777939737,153.49152195131643,141.57430196666078,136.10611716085936,164.4418711549774,151.98996036609927,146.02664532811417,174.9632598679384,162.2149682933993,155.98488605147332,184.84285137324184,172.1624689838572,165.78585080730318,194.0251686638322,181.59194887691902,175.21970894879337
2159.0,131.50636037246082,121.5407555447775,116.97837652383734,142.9135377042193,131.7408869576396,126.66537801459489,154.08733585659115,142.13834010096087,136.6533332783764,165.06812438635455,152.5780228403288,146.59729889451864,175.61711192711712,162.82708937291423,156.57749247984873,185.5227895255211,172.79819401337232,166.40445454805678,194.72978824371873,182.25219703658513,175.85792575710678
